review_type,code,title,va_code,token,detail,decision
crosswalk_disagreement,MH11.1,Sudden infant death syndrome without autopsy,VAs-10.99,R95.9,generated vas_10_99; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MH11.Z,"Sudden infant death syndrome, unspecified",VAs-10.99,R95,generated vas_10_99; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MH15,Sudden unexpected death in epilepsy,VAs-99,R95-R99,generated vas_99; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA00,Unintentional land transport traffic event injuring a pedestrian,VAs-12.01,V01-V09,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA01,Unintentional land transport traffic event injuring the user of a pedestrian conveyance,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA02,Unintentional land transport traffic event injuring a pedal cyclist,VAs-12.01,V10-V19,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA03,Unintentional land transport traffic event injuring a motor cyclist,VAs-12.01,V20-V29,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA04,Unintentional land transport traffic event injuring a car occupant,VAs-12.01,V40-V49,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA05,Unintentional land transport traffic event injuring an occupant of a bus or coach,VAs-12.01,V70-V79,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA06,Unintentional land transport traffic event injuring an occupant of a light goods vehicle,VAs-12.01,V50-V59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA07,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle,VAs-12.01,V60-V69,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA08,Unintentional land transport traffic event injuring an occupant of a streetcar or tram,VAs-12.01,V82,generated vas_12_01; WHO_2022_VA vas_12_02; WHO_2022_VA_2026 ICD-10 vas_12_02,owner review (digitva-712.6)
crosswalk_disagreement,PA09,Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle,VAs-12.01,V30-V39,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA0A,Unintentional land transport traffic event injuring a user of a special vehicle mainly used in agriculture,VAs-12.01,V84,generated vas_12_01; WHO_2022_VA vas_12_02; WHO_2022_VA_2026 ICD-10 vas_12_02,owner review (digitva-712.6)
crosswalk_disagreement,PA0B,Unintentional land transport traffic event injuring a user of a special vehicle mainly used on industrial premises,VAs-12.01,V83,generated vas_12_01; WHO_2022_VA vas_12_02; WHO_2022_VA_2026 ICD-10 vas_12_02,owner review (digitva-712.6)
crosswalk_disagreement,PA0C,Unintentional land transport traffic event injuring a user of a special construction vehicle,VAs-12.01,V85,generated vas_12_01; WHO_2022_VA vas_12_02; WHO_2022_VA_2026 ICD-10 vas_12_02,owner review (digitva-712.6)
crosswalk_disagreement,PA0D,Unintentional land transport traffic event injuring a user of an all-terrain vehicle,VAs-12.01,V86,generated vas_12_01; WHO_2022_VA vas_12_02; WHO_2022_VA_2026 ICD-10 vas_12_02,owner review (digitva-712.6)
crosswalk_disagreement,PA0E,Unintentional land transport traffic event injuring a rider of an animal,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA0F,Unintentional land transport traffic event injuring an occupant of an animal-drawn vehicle,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA0Y,Unintentional land transport traffic event injuring a user of other specified land transport,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA0Z,Unintentional land transport traffic event injuring a user of unspecified land transport,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA10,Unintentional land transport nontraffic event injuring a pedestrian,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA11,Unintentional land transport nontraffic event injuring the user of a pedestrian conveyance,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA12,Unintentional land transport nontraffic event injuring a pedal cyclist,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA13,Unintentional land transport nontraffic event injuring a motor cyclist,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA14,Unintentional land transport nontraffic event injuring a car occupant,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA16,Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA17,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA18,Unintentional land transport nontraffic event injuring an occupant of a streetcar or tram,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA19,Unintentional land transport nontraffic event injuring an occupant of a low powered passenger vehicle,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA1E,Unintentional land transport nontraffic event injuring a rider of an animal,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA1F,Unintentional land transport nontraffic event injuring an occupant of an animal-drawn vehicle,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA1Y,Unintentional land transport nontraffic event injuring a user of other specified land transport,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA1Z,Unintentional land transport nontraffic event injuring a user of unknown or unspecified land transport,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA21,Unintentional land transport event unknown whether traffic or nontraffic injuring the user of a pedestrian conveyance,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA22,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedal cyclist,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA23,Unintentional land transport event unknown whether traffic or nontraffic injuring a motor cyclist,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA24,Unintentional land transport event unknown whether traffic or nontraffic injuring a car occupant,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA25,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a bus or coach,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA26,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a light goods vehicle,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA27,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a heavy goods vehicle,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA28,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a streetcar or tram,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA29,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a low powered passenger vehicle,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA2A,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special vehicle mainly used in agriculture,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA2B,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special vehicle mainly used on industrial premises,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA2C,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special construction vehicle,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA2D,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of an all-terrain vehicle,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA2Y,Unintentional land transport injury event unknown whether traffic or nontraffic injuring a user of other specified transport,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA2Z,Unintentional land transport injury event unknown whether traffic or nontraffic injuring a user of unspecified transport,VAs-12.01,V01-X59,generated vas_12_01; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,owner decision 17
crosswalk_disagreement,PA30,Unintentional railway transport injury event with collision or derailment,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA31,Unintentional railway transport injury event without collision or derailment,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,PA3Z,Unintentional railway transport injury event of unspecified type,VAs-12.02,V01-X59,generated vas_12_02; WHO_2022_VA multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99; WHO_2022_VA_2026 ICD-10 multiple:vas_12_01|vas_12_02|vas_12_03|vas_12_04|vas_12_05|vas_12_06|vas_12_07|vas_12_10|vas_12_99,accepted: native bucket (owner decision 1)
